month,day,time,light,location,intersection,atmosphere,collision,municipality,department,road,traffic,nblanes,reslane,laneprofile,plan,surface,user,sex,route,pedlocation,pedaction,pedcondition,birth,dirtraffic,catvehicle,nboccupants,obstacle,movobstacle,impact,maneuver
11,1,1900,3,1,1,1.0,6.0,634,590,3,2.0,2.0,0.0,1.0,2.0,1.0,2,2,0.0,0.0,0.0,0.0,1999.0,2.0,7,0,0.0,1.0,1.0,1.0
11,1,1900,3,1,1,1.0,6.0,634,590,3,2.0,2.0,0.0,1.0,2.0,1.0,3,1,0.0,0.0,1.0,1.0,1935.0,2.0,7,0,0.0,1.0,1.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,1,2,5.0,0.0,0.0,0.0,1986.0,2.0,7,0,0.0,2.0,3.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,2,2,0.0,0.0,0.0,0.0,2017.0,2.0,7,0,0.0,2.0,3.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,2,1,0.0,0.0,0.0,0.0,2002.0,2.0,7,0,0.0,2.0,3.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,2,2,0.0,0.0,0.0,0.0,2009.0,2.0,7,0,0.0,2.0,3.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,2,2,0.0,0.0,0.0,0.0,2015.0,2.0,7,0,0.0,2.0,3.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,1,1,5.0,0.0,0.0,0.0,1935.0,1.0,7,0,0.0,2.0,3.0,1.0
11,24,1745,5,2,1,3.0,1.0,582,590,3,2.0,2.0,0.0,1.0,3.0,2.0,2,2,5.0,0.0,0.0,0.0,1939.0,1.0,7,0,0.0,2.0,3.0,1.0
3,11,1300,1,1,1,1.0,1.0,535,590,3,2.0,2.0,0.0,2.0,3.0,1.0,1,2,5.0,0.0,0.0,0.0,1956.0,2.0,7,0,0.0,2.0,3.0,1.0
3,11,1300,1,1,1,1.0,1.0,535,590,3,2.0,2.0,0.0,2.0,3.0,1.0,1,1,5.0,0.0,0.0,0.0,1993.0,2.0,33,0,0.0,2.0,3.0,1.0
3,11,1300,1,1,1,1.0,1.0,535,590,3,2.0,2.0,0.0,2.0,3.0,1.0,2,2,5.0,0.0,0.0,0.0,1994.0,2.0,33,0,0.0,2.0,3.0,1.0
4,3,1730,1,1,1,1.0,6.0,401,590,4,2.0,2.0,0.0,1.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,2003.0,0.0,2,0,0.0,2.0,8.0,23.0
4,17,1732,1,1,1,1.0,6.0,401,590,3,2.0,2.0,0.0,2.0,4.0,1.0,1,1,5.0,0.0,0.0,0.0,1996.0,0.0,7,0,0.0,2.0,1.0,1.0
4,17,1732,1,1,1,1.0,6.0,401,590,3,2.0,2.0,0.0,2.0,4.0,1.0,1,1,5.0,0.0,0.0,0.0,1985.0,0.0,7,0,0.0,2.0,5.0,13.0
7,7,2044,1,1,3,1.0,6.0,86,590,4,,,,,,,1,1,5.0,0.0,0.0,0.0,1946.0,1.0,33,0,8.0,0.0,1.0,1.0
10,24,715,5,1,1,2.0,6.0,535,590,3,2.0,2.0,0.0,2.0,3.0,2.0,1,1,1.0,0.0,0.0,0.0,1988.0,1.0,7,0,8.0,0.0,1.0,2.0
2,27,1415,1,1,1,6.0,6.0,581,590,3,2.0,2.0,0.0,1.0,1.0,2.0,1,2,4.0,0.0,0.0,0.0,1992.0,2.0,7,0,13.0,0.0,1.0,1.0
3,2,1645,1,2,9,1.0,6.0,212,590,3,1.0,1.0,0.0,1.0,0.0,1.0,1,2,5.0,0.0,0.0,0.0,1999.0,0.0,7,0,0.0,1.0,7.0,1.0
3,2,1645,1,2,9,1.0,6.0,212,590,3,1.0,1.0,0.0,1.0,0.0,1.0,3,2,2.0,1.0,3.0,1.0,2000.0,0.0,7,0,0.0,1.0,7.0,1.0
3,7,805,1,2,1,1.0,6.0,268,590,4,2.0,2.0,0.0,1.0,1.0,1.0,1,2,1.0,0.0,0.0,0.0,1985.0,0.0,7,0,0.0,9.0,2.0,2.0
3,7,805,1,2,1,1.0,6.0,268,590,4,2.0,2.0,0.0,1.0,1.0,1.0,1,1,3.0,0.0,0.0,0.0,1947.0,0.0,1,0,0.0,0.0,0.0,2.0
4,15,1135,1,2,1,1.0,6.0,212,590,3,2.0,2.0,0.0,1.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1989.0,2.0,1,0,0.0,1.0,1.0,1.0
4,15,1135,1,2,1,1.0,6.0,212,590,3,2.0,2.0,0.0,1.0,1.0,1.0,3,2,5.0,3.0,3.0,0.0,1955.0,2.0,1,0,0.0,1.0,1.0,1.0
4,15,1135,1,2,1,1.0,6.0,212,590,3,2.0,2.0,0.0,1.0,1.0,1.0,3,2,5.0,3.0,3.0,2.0,2014.0,2.0,1,0,0.0,1.0,1.0,1.0
4,30,1325,1,2,1,1.0,3.0,180,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,1987.0,1.0,33,0,0.0,2.0,4.0,15.0
4,30,1325,1,2,1,1.0,3.0,180,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,2,5.0,0.0,0.0,0.0,1976.0,2.0,7,0,0.0,2.0,2.0,1.0
5,27,1100,1,2,6,1.0,6.0,268,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,1926.0,0.0,7,0,0.0,1.0,1.0,16.0
5,27,1100,1,2,6,1.0,6.0,268,590,3,2.0,2.0,0.0,1.0,0.0,1.0,3,2,5.0,3.0,3.0,2.0,1946.0,0.0,7,0,0.0,1.0,1.0,16.0
7,4,1630,1,1,1,1.0,1.0,268,590,3,2.0,2.0,0.0,1.0,2.0,1.0,1,1,5.0,0.0,0.0,0.0,1978.0,1.0,7,0,0.0,2.0,3.0,13.0
7,4,1630,1,1,1,1.0,1.0,268,590,3,2.0,2.0,0.0,1.0,2.0,1.0,1,2,5.0,0.0,0.0,0.0,1998.0,2.0,7,0,0.0,2.0,3.0,1.0
7,19,2000,1,2,1,1.0,6.0,268,590,3,2.0,2.0,0.0,1.0,1.0,1.0,1,2,5.0,0.0,0.0,0.0,1976.0,1.0,7,0,0.0,2.0,2.0,16.0
7,19,2000,1,2,1,1.0,6.0,268,590,3,2.0,2.0,0.0,1.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1969.0,1.0,34,0,1.0,2.0,1.0,18.0
11,6,730,2,1,1,1.0,6.0,212,590,3,2.0,2.0,0.0,1.0,3.0,2.0,1,1,9.0,0.0,0.0,0.0,1995.0,2.0,7,0,2.0,0.0,8.0,1.0
12,1,1810,3,1,1,9.0,6.0,581,590,4,2.0,2.0,0.0,2.0,1.0,7.0,1,1,1.0,0.0,0.0,0.0,1997.0,2.0,7,0,1.0,1.0,1.0,1.0
12,1,1810,3,1,1,9.0,6.0,581,590,4,2.0,2.0,0.0,2.0,1.0,7.0,3,1,5.0,5.0,9.0,1.0,1972.0,2.0,7,0,1.0,1.0,1.0,1.0
2,17,1705,1,2,1,1.0,6.0,400,590,4,2.0,2.0,0.0,1.0,1.0,1.0,1,1,9.0,0.0,0.0,0.0,1989.0,0.0,3,0,0.0,1.0,4.0,4.0
2,17,1705,1,2,1,1.0,6.0,400,590,4,2.0,2.0,0.0,1.0,1.0,1.0,3,2,5.0,1.0,3.0,1.0,1953.0,0.0,3,0,0.0,1.0,4.0,4.0
4,15,1820,1,2,1,1.0,6.0,400,590,3,2.0,2.0,0.0,1.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1967.0,0.0,10,0,0.0,1.0,1.0,1.0
4,15,1820,1,2,1,1.0,6.0,400,590,3,2.0,2.0,0.0,1.0,1.0,1.0,3,2,3.0,2.0,3.0,1.0,1970.0,0.0,10,0,0.0,1.0,1.0,1.0
8,15,1920,1,2,3,1.0,3.0,400,590,3,,,,,,,1,1,0.0,0.0,0.0,0.0,1994.0,0.0,2,0,1.0,2.0,1.0,18.0
8,15,1920,1,2,3,1.0,3.0,400,590,3,,,,,,,1,1,0.0,0.0,0.0,0.0,1978.0,0.0,7,0,0.0,2.0,7.0,15.0
10,17,700,5,2,1,8.0,6.0,293,590,3,2.0,2.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,1963.0,1.0,7,0,0.0,1.0,2.0,1.0
10,17,700,5,2,1,8.0,6.0,293,590,3,2.0,2.0,0.0,1.0,1.0,1.0,3,1,5.0,3.0,3.0,1.0,1951.0,1.0,7,0,0.0,1.0,2.0,1.0
12,22,1930,3,1,1,1.0,1.0,400,590,3,2.0,2.0,0.0,1.0,1.0,2.0,1,1,5.0,0.0,0.0,0.0,1981.0,2.0,7,0,13.0,2.0,3.0,0.0
12,22,1930,3,1,1,1.0,1.0,400,590,3,2.0,2.0,0.0,1.0,1.0,2.0,1,1,1.0,0.0,0.0,0.0,1994.0,1.0,7,0,0.0,2.0,3.0,0.0
4,22,1845,1,1,4,1.0,1.0,275,590,3,2.0,2.0,2.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,1963.0,2.0,7,0,0.0,2.0,3.0,15.0
4,22,1845,1,1,4,1.0,1.0,275,590,3,2.0,2.0,2.0,1.0,0.0,1.0,1,1,3.0,0.0,0.0,0.0,1981.0,1.0,7,0,13.0,2.0,1.0,1.0
4,25,1730,1,2,1,1.0,3.0,124,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,2001.0,1.0,2,0,0.0,2.0,1.0,1.0
4,25,1730,1,2,1,1.0,3.0,124,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,1982.0,1.0,10,0,0.0,2.0,6.0,15.0
7,28,1525,1,2,2,1.0,2.0,602,590,3,2.0,2.0,1.0,1.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,1966.0,1.0,33,0,0.0,2.0,1.0,17.0
7,28,1525,1,2,2,1.0,2.0,602,590,3,2.0,2.0,1.0,1.0,0.0,1.0,1,2,1.0,0.0,0.0,0.0,1966.0,1.0,7,0,0.0,0.0,6.0,15.0
9,23,1445,1,2,3,1.0,1.0,44,590,3,2.0,2.0,1.0,1.0,0.0,0.0,1,1,5.0,0.0,0.0,0.0,1958.0,1.0,1,0,0.0,2.0,1.0,5.0
9,23,1445,1,2,3,1.0,1.0,44,590,3,2.0,2.0,1.0,1.0,0.0,0.0,1,2,3.0,0.0,0.0,0.0,1948.0,2.0,7,0,0.0,9.0,2.0,16.0
10,23,1045,1,2,2,8.0,6.0,44,590,3,2.0,2.0,0.0,2.0,0.0,3.0,1,1,3.0,0.0,0.0,0.0,1933.0,1.0,7,0,7.0,0.0,1.0,1.0
10,30,100,3,1,1,2.0,6.0,44,590,3,2.0,2.0,1.0,1.0,0.0,2.0,1,1,0.0,0.0,0.0,0.0,1992.0,0.0,7,0,13.0,0.0,3.0,13.0
12,27,1330,1,2,3,1.0,3.0,146,590,3,2.0,2.0,1.0,1.0,1.0,1.0,1,2,1.0,0.0,0.0,0.0,1972.0,0.0,7,0,0.0,2.0,8.0,15.0
12,27,1330,1,2,3,1.0,3.0,146,590,3,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0.0,0.0,0.0,0.0,1987.0,0.0,7,0,0.0,2.0,3.0,1.0
4,4,715,1,2,3,1.0,3.0,258,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,1982.0,0.0,7,0,0.0,2.0,3.0,9.0
4,4,715,1,2,3,1.0,3.0,258,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,1960.0,0.0,1,0,0.0,2.0,1.0,1.0
8,6,650,1,2,1,1.0,6.0,419,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,1991.0,0.0,7,0,9.0,0.0,1.0,2.0
8,26,515,4,2,1,1.0,6.0,419,590,3,2.0,2.0,2.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,1976.0,0.0,7,0,0.0,0.0,2.0,0.0
10,31,1030,1,2,3,1.0,4.0,96,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,9.0,0.0,0.0,0.0,1956.0,0.0,7,0,0.0,0.0,4.0,2.0
10,31,1030,1,2,3,1.0,4.0,96,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,2,5.0,0.0,0.0,0.0,1982.0,0.0,7,0,0.0,0.0,1.0,2.0
10,31,1030,1,2,3,1.0,4.0,96,590,3,2.0,2.0,0.0,1.0,0.0,1.0,2,2,9.0,0.0,0.0,0.0,2016.0,0.0,7,0,0.0,0.0,1.0,2.0
10,31,1030,1,2,3,1.0,4.0,96,590,3,2.0,2.0,0.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,2002.0,0.0,1,0,0.0,0.0,0.0,9.0
11,9,1135,1,2,3,1.0,6.0,258,590,3,2.0,2.0,0.0,1.0,0.0,4.0,1,2,0.0,0.0,0.0,0.0,1948.0,0.0,7,0,6.0,0.0,2.0,1.0
12,16,1230,1,1,1,2.0,2.0,458,590,3,2.0,2.0,0.0,1.0,3.0,2.0,1,1,5.0,0.0,0.0,0.0,1963.0,0.0,7,0,0.0,0.0,1.0,1.0
12,16,1230,1,1,1,2.0,2.0,458,590,3,2.0,2.0,0.0,1.0,3.0,2.0,1,1,5.0,0.0,0.0,0.0,1967.0,0.0,7,0,0.0,0.0,4.0,1.0
12,16,1230,1,1,1,2.0,2.0,458,590,3,2.0,2.0,0.0,1.0,3.0,2.0,2,2,5.0,0.0,0.0,0.0,1962.0,0.0,7,0,0.0,0.0,4.0,1.0
12,27,1330,1,1,1,1.0,6.0,419,590,3,2.0,2.0,0.0,1.0,1.0,1.0,1,2,5.0,0.0,0.0,0.0,1935.0,2.0,7,0,0.0,1.0,2.0,1.0
12,27,1330,1,1,1,1.0,6.0,419,590,3,2.0,2.0,0.0,1.0,1.0,1.0,3,1,9.0,0.0,3.0,1.0,1947.0,2.0,7,0,0.0,1.0,2.0,1.0
1,11,645,3,1,1,2.0,6.0,252,590,3,2.0,2.0,2.0,1.0,1.0,2.0,1,2,1.0,0.0,0.0,0.0,1970.0,1.0,7,0,0.0,1.0,2.0,1.0
1,11,645,3,1,1,2.0,6.0,252,590,3,2.0,2.0,2.0,1.0,1.0,2.0,3,1,5.0,1.0,1.0,1.0,1966.0,1.0,7,0,0.0,1.0,2.0,1.0
2,7,1835,5,2,1,2.0,6.0,482,590,3,2.0,2.0,0.0,1.0,1.0,2.0,1,1,3.0,0.0,0.0,0.0,1958.0,1.0,7,0,0.0,1.0,2.0,1.0
2,7,1835,5,2,1,2.0,6.0,482,590,3,2.0,2.0,0.0,1.0,1.0,2.0,3,2,2.0,4.0,3.0,1.0,2001.0,1.0,7,0,0.0,1.0,2.0,1.0
