month,day,time,light,location,intersection,atmosphere,collision,municipality,department,road,traffic,nblanes,reslane,laneprofile,plan,surface,user,sex,route,pedlocation,pedaction,pedcondition,birth,dirtraffic,catvehicle,nboccupants,obstacle,movobstacle,impact,maneuver
3.0,19.0,2250.0,5.0,2.0,1.0,1.0,6.0,483.0,310.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1995.0,1.0,7.0,0.0,12.0,0.0,3.0,1.0
6.0,11.0,1500.0,1.0,1.0,1.0,1.0,6.0,180.0,670.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1988.0,2.0,10.0,0.0,2.0,0.0,1.0,0.0
6.0,26.0,2215.0,2.0,2.0,2.0,1.0,3.0,165.0,780.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1996.0,1.0,99.0,0.0,0.0,2.0,1.0,12.0
3.0,2.0,1935.0,5.0,2.0,6.0,1.0,6.0,310.0,30.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,1999.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
11.0,24.0,751.0,2.0,2.0,3.0,2.0,6.0,19.0,290.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1978.0,1.0,7.0,0.0,0.0,2.0,3.0,16.0
11.0,21.0,1730.0,3.0,1.0,1.0,4.0,4.0,37.0,202.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1967.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0
8.0,21.0,945.0,1.0,1.0,9.0,1.0,2.0,527.0,330.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1995.0,1.0,7.0,0.0,0.0,2.0,4.0,12.0
9.0,16.0,1945.0,1.0,2.0,6.0,1.0,2.0,78.0,930.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1962.0,1.0,7.0,0.0,0.0,9.0,4.0,23.0
10.0,17.0,1810.0,2.0,2.0,1.0,1.0,6.0,96.0,570.0,3.0,2.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1958.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0
2.0,2.0,2015.0,5.0,2.0,1.0,1.0,1.0,44.0,360.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1997.0,1.0,7.0,0.0,0.0,2.0,1.0,16.0
10.0,15.0,1440.0,1.0,2.0,3.0,1.0,6.0,63.0,330.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,5.0,1.0,1992.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0
12.0,17.0,600.0,3.0,1.0,1.0,1.0,6.0,35.0,130.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1998.0,1.0,7.0,0.0,8.0,0.0,7.0,14.0
6.0,1.0,1545.0,1.0,2.0,1.0,1.0,1.0,176.0,570.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1989.0,0.0,7.0,0.0,0.0,2.0,3.0,5.0
10.0,22.0,1720.0,2.0,2.0,2.0,8.0,3.0,41.0,940.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1980.0,2.0,34.0,0.0,0.0,2.0,1.0,1.0
9.0,10.0,1634.0,1.0,1.0,1.0,1.0,3.0,372.0,680.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1955.0,2.0,33.0,0.0,0.0,2.0,3.0,1.0
7.0,16.0,1715.0,1.0,1.0,1.0,1.0,1.0,402.0,974.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1980.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0
12.0,25.0,1800.0,5.0,1.0,1.0,1.0,6.0,26.0,440.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,0.0,3.0,1.0,1945.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0
5.0,9.0,1150.0,1.0,2.0,1.0,1.0,3.0,107.0,750.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1995.0,1.0,7.0,0.0,0.0,2.0,2.0,12.0
10.0,30.0,1115.0,1.0,2.0,1.0,1.0,2.0,445.0,640.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1968.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0
1.0,6.0,1900.0,3.0,1.0,1.0,1.0,1.0,298.0,690.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1988.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0
12.0,26.0,1730.0,3.0,2.0,1.0,1.0,6.0,63.0,330.0,4.0,2.0,6.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,1958.0,1.0,40.0,0.0,0.0,1.0,1.0,1.0
1.0,12.0,840.0,2.0,1.0,1.0,1.0,4.0,260.0,560.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1988.0,1.0,7.0,0.0,0.0,2.0,4.0,2.0
8.0,31.0,800.0,1.0,2.0,1.0,1.0,6.0,162.0,440.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1965.0,1.0,31.0,0.0,0.0,2.0,1.0,1.0
9.0,14.0,1640.0,1.0,2.0,1.0,2.0,6.0,12.0,920.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1925.0,1.0,7.0,0.0,0.0,1.0,1.0,15.0
3.0,21.0,2020.0,5.0,2.0,1.0,1.0,4.0,120.0,750.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1986.0,1.0,32.0,0.0,0.0,2.0,4.0,2.0
1.0,9.0,945.0,1.0,1.0,1.0,1.0,7.0,352.0,680.0,4.0,2.0,2.0,0.0,1.0,2.0,7.0,1.0,1.0,5.0,0.0,0.0,0.0,1979.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0
10.0,12.0,920.0,1.0,1.0,1.0,1.0,5.0,34.0,940.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1989.0,1.0,7.0,0.0,0.0,2.0,5.0,2.0
4.0,7.0,850.0,1.0,1.0,2.0,7.0,3.0,55.0,440.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1960.0,0.0,33.0,0.0,0.0,2.0,1.0,1.0
11.0,16.0,500.0,5.0,2.0,1.0,1.0,1.0,389.0,690.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1980.0,1.0,10.0,0.0,0.0,2.0,2.0,21.0
11.0,23.0,120.0,5.0,2.0,1.0,1.0,6.0,109.0,440.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,1992.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0
7.0,9.0,855.0,1.0,2.0,2.0,1.0,3.0,83.0,60.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1976.0,2.0,7.0,0.0,0.0,2.0,3.0,1.0
9.0,29.0,850.0,1.0,2.0,1.0,1.0,4.0,300.0,170.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1996.0,1.0,1.0,0.0,0.0,2.0,4.0,13.0
7.0,11.0,1840.0,1.0,1.0,1.0,1.0,6.0,34.0,360.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1987.0,1.0,7.0,0.0,13.0,0.0,1.0,17.0
12.0,16.0,1745.0,3.0,1.0,1.0,1.0,3.0,89.0,840.0,3.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2005.0,1.0,7.0,0.0,0.0,2.0,2.0,21.0
6.0,3.0,1609.0,1.0,2.0,2.0,1.0,3.0,85.0,870.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1971.0,1.0,7.0,0.0,0.0,2.0,3.0,1.0
10.0,1.0,35.0,3.0,1.0,1.0,1.0,6.0,611.0,976.0,2.0,2.0,2.0,0.0,1.0,1.0,9.0,1.0,1.0,9.0,0.0,0.0,0.0,1959.0,1.0,33.0,0.0,0.0,2.0,7.0,0.0
1.0,30.0,930.0,1.0,2.0,1.0,2.0,6.0,119.0,750.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1948.0,2.0,33.0,0.0,0.0,1.0,1.0,1.0
11.0,30.0,2135.0,3.0,1.0,1.0,1.0,7.0,8.0,660.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1969.0,1.0,7.0,0.0,13.0,0.0,1.0,1.0
12.0,11.0,1835.0,3.0,2.0,1.0,2.0,3.0,26.0,630.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1957.0,2.0,7.0,0.0,6.0,2.0,3.0,13.0
2.0,4.0,943.0,1.0,2.0,1.0,1.0,3.0,25.0,920.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1961.0,0.0,1.0,0.0,0.0,2.0,8.0,19.0
9.0,22.0,1109.0,1.0,1.0,1.0,1.0,2.0,85.0,870.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1981.0,1.0,7.0,0.0,0.0,2.0,3.0,1.0
1.0,26.0,1940.0,5.0,2.0,2.0,1.0,3.0,46.0,930.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1987.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0
7.0,6.0,1609.0,1.0,2.0,3.0,1.0,3.0,49.0,930.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1981.0,1.0,7.0,0.0,0.0,2.0,3.0,21.0
6.0,16.0,735.0,1.0,1.0,1.0,1.0,3.0,136.0,690.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1990.0,1.0,38.0,6.0,0.0,2.0,8.0,15.0
3.0,17.0,1145.0,1.0,2.0,1.0,1.0,2.0,112.0,680.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1988.0,1.0,7.0,0.0,0.0,0.0,4.0,2.0
3.0,16.0,1355.0,1.0,1.0,1.0,1.0,5.0,114.0,770.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1987.0,2.0,7.0,0.0,0.0,2.0,2.0,1.0
3.0,18.0,2155.0,5.0,2.0,1.0,1.0,2.0,72.0,920.0,3.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1982.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0
1.0,1.0,1045.0,1.0,1.0,1.0,1.0,3.0,203.0,730.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1990.0,1.0,7.0,0.0,0.0,2.0,6.0,0.0
11.0,15.0,1710.0,5.0,2.0,1.0,1.0,5.0,454.0,510.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1995.0,1.0,7.0,0.0,0.0,2.0,1.0,13.0
12.0,18.0,1140.0,1.0,1.0,1.0,2.0,5.0,213.0,630.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,1937.0,2.0,7.0,0.0,0.0,2.0,1.0,13.0
7.0,11.0,1105.0,1.0,2.0,1.0,1.0,6.0,112.0,750.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1951.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0
11.0,12.0,1355.0,1.0,2.0,1.0,1.0,7.0,378.0,590.0,4.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1964.0,0.0,7.0,0.0,1.0,0.0,8.0,14.0
12.0,20.0,1425.0,1.0,2.0,1.0,1.0,6.0,302.0,973.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1994.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0
12.0,26.0,750.0,3.0,1.0,1.0,1.0,6.0,146.0,240.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1963.0,1.0,7.0,0.0,13.0,0.0,1.0,13.0
7.0,24.0,1730.0,1.0,1.0,1.0,1.0,1.0,185.0,660.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1932.0,1.0,7.0,0.0,0.0,2.0,3.0,1.0
3.0,15.0,720.0,1.0,1.0,3.0,2.0,3.0,597.0,500.0,3.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1970.0,0.0,31.0,0.0,0.0,2.0,0.0,1.0
4.0,9.0,1945.0,1.0,1.0,1.0,1.0,7.0,171.0,560.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2001.0,2.0,33.0,0.0,0.0,0.0,6.0,1.0
8.0,12.0,145.0,3.0,1.0,1.0,1.0,4.0,218.0,950.0,1.0,3.0,8.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2003.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0
6.0,30.0,55.0,5.0,2.0,2.0,1.0,3.0,234.0,450.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1987.0,0.0,7.0,0.0,0.0,2.0,1.0,15.0
12.0,25.0,740.0,2.0,1.0,1.0,8.0,1.0,520.0,770.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,1968.0,1.0,7.0,0.0,0.0,1.0,3.0,0.0
3.0,13.0,5.0,3.0,1.0,1.0,1.0,3.0,86.0,830.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1960.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0
8.0,9.0,1520.0,1.0,1.0,1.0,1.0,2.0,19.0,130.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1987.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0
3.0,13.0,900.0,1.0,2.0,4.0,1.0,4.0,116.0,750.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1965.0,1.0,7.0,0.0,0.0,2.0,5.0,2.0
7.0,16.0,953.0,1.0,1.0,1.0,1.0,4.0,122.0,330.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1989.0,1.0,7.0,0.0,3.0,2.0,1.0,1.0
10.0,13.0,2319.0,5.0,2.0,2.0,1.0,6.0,259.0,760.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1997.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0
9.0,5.0,25.0,3.0,2.0,1.0,1.0,6.0,794.0,620.0,3.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1973.0,1.0,7.0,0.0,6.0,0.0,2.0,1.0
10.0,23.0,1840.0,2.0,1.0,1.0,2.0,7.0,243.0,350.0,2.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,1950.0,1.0,7.0,0.0,0.0,0.0,9.0,1.0
9.0,21.0,1710.0,1.0,1.0,1.0,1.0,2.0,28.0,940.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1967.0,1.0,33.0,0.0,0.0,2.0,2.0,3.0
7.0,7.0,1330.0,1.0,2.0,3.0,1.0,3.0,345.0,910.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1959.0,1.0,7.0,0.0,0.0,2.0,2.0,15.0
5.0,24.0,1550.0,1.0,2.0,1.0,7.0,6.0,55.0,930.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,5.0,1.0,2006.0,1.0,37.0,0.0,0.0,1.0,2.0,21.0
12.0,28.0,1655.0,2.0,2.0,1.0,9.0,6.0,99.0,620.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1981.0,1.0,7.0,0.0,0.0,1.0,2.0,16.0
9.0,14.0,1345.0,1.0,1.0,1.0,1.0,3.0,262.0,150.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1948.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0
10.0,2.0,1100.0,1.0,1.0,1.0,2.0,5.0,695.0,570.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1971.0,2.0,7.0,0.0,0.0,2.0,1.0,2.0
8.0,13.0,1340.0,1.0,1.0,1.0,1.0,6.0,549.0,910.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1966.0,2.0,7.0,0.0,13.0,0.0,1.0,1.0
12.0,6.0,740.0,5.0,2.0,2.0,1.0,3.0,13.0,930.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1982.0,1.0,33.0,0.0,0.0,2.0,1.0,2.0
11.0,18.0,2308.0,5.0,2.0,2.0,1.0,3.0,109.0,750.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1992.0,1.0,7.0,0.0,0.0,2.0,3.0,5.0
1.0,17.0,1330.0,1.0,1.0,1.0,1.0,6.0,55.0,130.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1952.0,1.0,7.0,0.0,0.0,1.0,1.0,9.0
12.0,7.0,1730.0,5.0,2.0,1.0,3.0,6.0,181.0,720.0,4.0,3.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,1961.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0
7.0,17.0,1750.0,1.0,2.0,1.0,1.0,2.0,208.0,450.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1988.0,1.0,7.0,0.0,0.0,2.0,4.0,2.0
12.0,13.0,1840.0,5.0,2.0,2.0,2.0,6.0,53.0,10.0,3.0,3.0,4.0,0.0,1.0,1.0,2.0,3.0,2.0,9.0,4.0,3.0,1.0,1956.0,2.0,7.0,0.0,0.0,1.0,1.0,15.0
3.0,25.0,1750.0,1.0,2.0,1.0,1.0,4.0,113.0,750.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1973.0,2.0,33.0,0.0,0.0,2.0,5.0,2.0
3.0,29.0,1600.0,1.0,2.0,1.0,1.0,7.0,2.0,940.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1994.0,1.0,37.0,15.0,0.0,0.0,0.0,1.0
7.0,8.0,1730.0,1.0,2.0,1.0,1.0,2.0,497.0,610.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1994.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0
9.0,22.0,2315.0,5.0,2.0,3.0,1.0,6.0,101.0,750.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1987.0,1.0,10.0,0.0,0.0,1.0,3.0,1.0
5.0,27.0,1335.0,1.0,2.0,2.0,1.0,2.0,226.0,680.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1956.0,1.0,7.0,0.0,0.0,2.0,4.0,23.0
7.0,2.0,1900.0,1.0,1.0,1.0,1.0,4.0,64.0,930.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1972.0,1.0,7.0,0.0,0.0,2.0,4.0,2.0
7.0,29.0,1730.0,1.0,2.0,3.0,1.0,3.0,254.0,770.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1990.0,0.0,36.0,0.0,0.0,2.0,1.0,9.0
5.0,5.0,2300.0,5.0,2.0,1.0,1.0,2.0,71.0,130.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1943.0,0.0,7.0,0.0,0.0,2.0,4.0,2.0
9.0,30.0,937.0,1.0,2.0,2.0,1.0,3.0,44.0,360.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,1997.0,0.0,7.0,0.0,0.0,2.0,3.0,9.0
6.0,2.0,1720.0,1.0,2.0,1.0,1.0,6.0,19.0,920.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1999.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0
10.0,16.0,756.0,2.0,2.0,1.0,1.0,6.0,238.0,350.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1972.0,0.0,33.0,0.0,0.0,1.0,1.0,1.0
6.0,10.0,1025.0,1.0,2.0,1.0,1.0,6.0,18.0,60.0,4.0,0.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,2007.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0
7.0,18.0,1849.0,1.0,1.0,1.0,1.0,3.0,565.0,760.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1997.0,2.0,10.0,0.0,0.0,2.0,3.0,13.0
10.0,25.0,2257.0,5.0,2.0,2.0,1.0,1.0,646.0,780.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1968.0,0.0,33.0,0.0,0.0,2.0,1.0,1.0
6.0,21.0,1950.0,1.0,2.0,1.0,1.0,3.0,88.0,60.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1981.0,2.0,31.0,0.0,0.0,2.0,1.0,5.0
